,created_at,id,id_str,tweet,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,quoted_status_id,quoted_status_id_str,text,favorited_by,scopes,display_text_width,retweeted_status,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
18,11/16/2022 10:06,1.59272e+18,1.59272e+18,masyarakat dukung penuh ktt g indonesia,False,213,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,True,0,0,False,False,False,in,x1592685802844459008,1.59269e+18,Masyarakat mendukung penuh KTT G20 di Indonesia #KTTG20 #PresidensiG20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia #PulihBersama #SukseskanKTTG20 https://t.co/ulz7zX4Jo2,,,,,,,,,,,,,,
19,11/16/2022 10:06,1.59272e+18,1.59272e+18,ksad dudung abdurachman laksana kece langsung lokasi jadi pos sehat laksana temu ktt g dar ksad jenderal dudung abdurachman angkat darat hati rakyat tulus utama rakyat,False,259,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,False,0,0,False,False,False,in,,,"KSAD Dudung Abdurachman kembali melaksanakan pengecekan secara langsung beberapa lokasi yang dijadikan tempat Pos Kesehatan pelaksanaan pertemuan KTT G20.

@Ngopibareng_DAR 

KSAD Jenderal Dudung Abdurachman
Angkatan Darat Di Hati Rakyat
Tulus Utamakan Rakyat https://t.co/RjeQIf2sg7",,,,,,,,,,,,,,
20,11/16/2022 10:06,1.59272e+18,1.59272e+18,g rusia bal nato sarap ronaldo wendy sepatu pantovel tali hells cm potong rp dapat shopee,False,234,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,False,0,0,False,False,False,in,,,"LO G20 Rusia Bali NATO Sarapan Ronaldo Wendy #G20PulihLebihCepat #BTSHistoryMakers #G20BangkitLebihKuat 
 sepatu pantovel tali hells 5 cm dengan potongan 11%! Hanya Rp8.900. Dapatkan segera di Shopee! https://t.co/iatG1VZJXy #ShopeeID https://t.co/geWovq79u5",,,,,,,,,,,,,,
21,11/16/2022 10:06,1.59272e+18,1.59272e+18,penjor janur kuning lengkung hias jalan utama bal lewat delegasi ktt g tampil,False,177,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",,,,,,,False,0,0,False,False,False,in,,,Penjor atau janur kuning melengkung menghiasi sepanjang jalan utama di Bali yang dilewati delegasi KTT G20. Begini penampilannya. #KTTG20 #G20Indonesia   https://t.co/WelUZZCaen,,,,,,,,,,,,,,
22,11/16/2022 10:06,1.59272e+18,1.59272e+18,cinderamata khas indonesia delegasi ktt g cinderamata kenangkenangan delegasi hadir pagelaran g,False,160,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,False,0,0,False,False,False,in,,,"Cinderamata Khas Indonesia Untuk Delegasi KTT G20

Berbagai macam cinderamata yang diberikan untuk kenang-kenangan delegasi yang sudah hadir pada pagelaran G20. https://t.co/3QCE49dkJD",,,,,,,,,,,,,,
23,11/16/2022 10:06,1.59272e+18,1.59272e+18,delegasi g aman nyaman siap,False,230,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,True,0,0,False,False,False,in,x1592685776755904512,1.59269e+18,Delegasi G20 keamanan dan kenyamanan disiapkan dengan luar biasa #KTTG20 #PresidensiG20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia #PulihBersama #SukseskanKTTG20 https://t.co/h1PzN9FqnH,,,,,,,,,,,,,,
24,11/16/2022 10:06,1.59272e+18,1.59272e+18,pakar ekonomi dukung ktt g,False,242,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",x1592700301764530176,1.5927e+18,x1564343124260192256,1.56434e+18,NurFadi54,,False,0,0,False,False,False,in,,,@NurFadi54 @maryshelparaiso Para pakar ekonomi juga sangat mendukung KTT G20 #KTTG20 #PresidensiG20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia #PulihBersama #SukseskanKTTG20 https://t.co/LhZsD8k76w,,,,,,,,,,,,,,
25,11/16/2022 10:06,1.59272e+18,1.59272e+18,komisioner kompolnas irjen pol purn drs pudji hartanto iskandar mm apresiasi sigap polri aman konferensi tingkat g indonesia bal dorong ekonomi dunia,False,211,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,False,0,0,False,False,False,in,,,"Komisioner Kompolnas Irjen Pol. (Purn) Drs. Pudji Hartanto Iskandar, M.M., mengapresiasi kesigapan Polri dalam pengamanan Konferensi Tingkat Tinggi G20 Indonesia di Bali. Dorong Ekonomi Dunia #KTTG20LangkahNyata https://t.co/JCRsIUrXSX",,,,,,,,,,,,,,
26,11/16/2022 10:06,1.59272e+18,1.59272e+18,iya agenda ktt g bahas sepakat deal sektor ekonomi ruang prdagangn srta lapangn krja negara tsb deal dihasilkn hrpnnya mmberikn ruang bgi indonesia pngembangn ekonomi lbh luas dn dmpk dlm regulasi hadirkn lapangn krja bgi rakyat,False,292,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",x1592710226901630976,1.59271e+18,x1251824880967774208,1.25182e+18,Heraloebss,,False,0,0,False,False,,in,,,"@Heraloebss Yup. Agenda KTT G20 membahas bgmn kesepakatan2 deal2 pd sektor ekonomi dgn ruang prdagangn srta lapangn krja antar negara2 tsb. 

Deal yg dihasilkn hrpnnya mmberikn ruang bgi Indonesia utk pngembangn ekonomi yg lbh luas dn dmpk dlm regulasi hrs bs hadirkn lapangn krja bgi rakyat.",,,,,,,,,,,,,,
27,11/16/2022 10:06,1.59272e+18,1.59272e+18,g,False,12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,False,0,0,False,False,,in,,,mau ikut g20,,,,,,,,,,,,,,
28,11/16/2022 10:06,1.59272e+18,1.59272e+18,selamat sukses g indonesia penuh riang gembira,False,72,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,False,0,1,False,False,False,in,,,"Selamat dan sukses G20 Indonesia 
@cakimiNOW 
Dengan penuh RIANG GEMBIRA https://t.co/nfSAuWcyEJ",,,,,,,,,,,,,,
29,11/16/2022 10:06,1.59272e+18,1.59272e+18,ktt g jamin aman masyarakat merespon,False,217,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,True,0,0,False,False,False,in,x1592685764567248896,1.59269e+18,"KTT G20 dijamin aman, masyarakat pun merespon baik! #KTTG20 #PresidensiG20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia #PulihBersama #SukseskanKTTG20 https://t.co/iXUaG2fwRi",,,,,,,,,,,,,,
30,11/16/2022 10:06,1.59272e+18,1.59272e+18,sukses g indonesia,False,182,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",x1592666082753785856,1.59267e+18,x1385758957755506688,1.38576e+18,sadidawoaini,,False,0,0,False,False,,in,,,"@sadidawoaini sukses terus G20 indonesia
#KTTG20
#PresidensiG20
#G20Indonesia
#RecoverTogetherRecoverStronger
#G20Indonesia2022
#GroupOfTwentyIndonesia
#PulihBersama
#SukseskanKTTG20",,,,,,,,,,,,,,
31,11/16/2022 10:06,1.59272e+18,1.59272e+18,rea oh iya bang jadi indonesia bela sungkawa pidato jokowi g perang henti,False,162,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",x1592700854578335744,1.5927e+18,x2863657075,2863657075.0,john_rea89,,False,0,0,False,False,,in,,,"@john_rea89 Oh begitu ya bang, karena kejadian tersebut Indonesia pun berbela sungkawa. Dari pidato pak Jokowi di G20 menyampaikan untuk perang segera dihentikan.",,,,,,,,,,,,,,
32,11/16/2022 10:06,1.59272e+18,1.59272e+18,aksi seniman cultural performance ktt g,False,92,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,False,0,1,False,False,False,in,,,Aksi Para Seniman dalam Cultural Performance KTT G20 2022 https://t.co/iBNRzOJszO #TempoFoto,,,,,,,,,,,,,,
34,11/16/2022 10:06,1.59272e+18,1.59272e+18,g rusia bal nato sarap ronaldo wendy lks pai kelas semester potong rp dapat shopee,False,229,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,False,0,0,False,False,False,in,,,"LO G20 Rusia Bali NATO Sarapan Ronaldo Wendy #G20PulihLebihCepat #BTSHistoryMakers #G20BangkitLebihKuat 
 LKS PAI kelas 8 semester 1 dengan potongan 11%! Hanya Rp4.450. Dapatkan segera di Shopee! https://t.co/KrfdQfmTDV #ShopeeID https://t.co/Y3Rv3whfCx",,,,,,,,,,,,,,
35,11/16/2022 10:06,1.59272e+18,1.59272e+18,polri himbauan masyarakat dukung lancar giat ktt g bal dorong ekonomi dunia,False,133,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,False,0,0,False,False,False,in,,,"Polri berikan himbauan kepada masyarakat guna mendukung kelancaran kegiatan KTT G20 di Bali

#KTTG20LangkahNyata Dorong Ekonomi Dunia https://t.co/38VzTZWenC",,,,,,,,,,,,,,
36,11/16/2022 10:06,1.59272e+18,1.59272e+18,damri layan tumpang ktt g bal,False,70,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,False,0,0,False,False,False,in,,,Damri layani 3.234 penumpang pada KTT G20 Bali https://t.co/P08Wk20g21,,,,,,,,,,,,,,
37,11/16/2022 10:06,1.59272e+18,1.59272e+18,jaipur bergo halwa rp rp bal polandia g kakak perempuan pucuk nato grammy feast matcha,False,128,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,False,0,0,False,False,False,in,,,"Jaipur Bergo Halwa

💸 Rp83.700 - Rp167.400. 
✨ https://t.co/yqzRf9XY87✨

Bali Polandia LO G20 Teh Pucuk NATO Grammy Feast Matcha https://t.co/oQUCOZj7AD",,,,,,,,,,,,,,
38,11/16/2022 10:06,1.59272e+18,1.59272e+18,cemburu buta enola band enola band bth produser label musik hb akun dm krj sm lagu lengkap polandia ultramik g feast best of the best sarap pagiii bal bandung kadrun,False,304,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,True,0,0,False,False,False,in,x1592712074677088256,1.59271e+18,"Cemburu Buta
Enola Band
Enola Band bth Produser ato Label Musik Hb akun ni ato DM Utk Krj Sm
Lagu Lgkp
https://t.co/irhsVc4o9C
Polandia
Ultramik
LO G20
Feast
BEST OF THE BEST
Sarapan
Pagiii
Bali
Bandung
Kadrun
#G20
#G20PulihLebihCepat
#G20Indonesia
@umusicindonesia
@MusicaStudios https://t.co/YvZn1U1hN9 https://t.co/TSOsWtEqdp",,,,,,,,,,,,,,
39,11/16/2022 10:06,1.59272e+18,1.59272e+18,siap creative hub puncak waringin sambut g dorong ekonomi dunia pilih creative hub puncak waringin labu bajo ntt lokasi side event g alas,False,229,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,,,,,False,0,0,False,False,False,in,,,"Persiapan Creative Hub Puncak Waringin Menyambut G20. #KTTG20LangkahNyata

Dorong Ekonomi Dunia Dipilihnya Creative Hub Puncak Waringin di Labuan Bajo, NTT sebagai lokasi side event G20 bukan tanpa alasan. https://t.co/brzpyWztS7",,,,,,,,,,,,,,
40,11/16/2022 10:06,1.59272e+18,1.59272e+18,ribu cinta enola band enola band bth produser label musik hb akun dm krj sm lagu lengkap polandia ultramik g feast best of the best sarap pagiii bal bandung kadrun,False,296,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",x1592712600244350976,1.59271e+18,x756534156,756534156.0,SiaranBolaLive,,False,0,0,False,False,False,in,,,"@SiaranBolaLive Seribu Cinta
Enola Band
Enola Band bth Produser ato Label Musik Hb akun ni ato DM Utk Krj Sm
Lagu Lgkp
https://t.co/irhsVc4o9C
Polandia
Ultramik
LO G20
Feast
BEST OF THE BEST
Sarapan
Pagiii
Bali
Bandung
Kadrun
#G20
#G20PulihLebihCepat
#G20Indonesia
@umusicindonesia
@MusicaStudios https://t.co/e5Gsinvee6",,,,,,,,,,,,,,
41,11/16/2022 10:06,1.59272e+18,1.59272e+18,negara anggota g forum g,False,181,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,False,0,0,False,False,False,in,,,"Negara anggota G20 yang ikut forum G20 
#KTTG20
#PresidensiG20
#G20Indonesia
#RecoverTogetherRecoverStronger
#G20Indonesia2022
#GroupOfTwentyIndonesia
#PulihBersama
#SukseskanKTTG20 https://t.co/wwZFCG8LwO",,,,,,,,,,,,,,
43,11/16/2022 10:06,1.59272e+18,1.59272e+18,masyarakat bangga selenggara ktt g,False,220,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,True,0,0,False,False,False,in,x1592685821186170880,1.59269e+18,Masyarakat turut bangga dengan diselenggarakan KTT G20 #KTTG20 #PresidensiG20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia #PulihBersama #SukseskanKTTG20 https://t.co/blrNFyvH5G,,,,,,,,,,,,,,
44,11/16/2022 10:06,1.59272e+18,1.59272e+18,kakanwil kemenkumham jateng yuspahruddin dukung g imigrasi malang layan second home visa,False,121,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,False,0,0,False,False,False,in,,,"KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Dukung G20, Imigrasi Pemalang Layani Second Home Visa
https://t.co/BiXoxxsB1w",,,,,,,,,,,,,,
45,11/16/2022 10:06,1.59272e+18,1.59272e+18,rekomendasi baju kondangan wanita bandung bal dream cat matcha romlah rabu feast g kakak perempuan pucuk shotaro,False,278,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,False,0,0,False,False,False,in,,,"Rekomendasi baju kondangan wanita
1. https://t.co/H3sf7Am6Te
2. https://t.co/804GU3LoMT
3. https://t.co/F6xwYI1nYe
4. https://t.co/ly0VamKNly
Bandung Bali 7dream cat 1 matcha romlah rabu feast LO G20 teh pucuk shotaro #CristianoRonaldo #GRAMMYs #sismo #etvScandal #Akbank #bbtvi https://t.co/kbx7IrfGqz",,,,,,,,,,,,,,
46,11/16/2022 10:06,1.59272e+18,1.59272e+18,presidensi g indonesia jembatan negara konflik masyarakat bangga ktt g,False,298,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",x1592702122529021952,1.5927e+18,x1565671882086809600,1.56567e+18,AnindyantiFebr2,,False,0,0,False,False,False,in,,,"@AnindyantiFebr2 @maryshelparaiso Presidensi G20 Indonesia jadi jembatan negara berkonflik, Masyarakat  bangga dengan KTT G20#KTTG20 #PresidensiG20 #G20Indonesia #RecoverTogetherRecoverStronge #G20Indonesia2022 #GroupOfTwentyIndonesia #PulihBersama #JokowiBapakInfrastruktur https://t.co/A86EoVnUiC",,,,,,,,,,,,,,
48,11/16/2022 10:06,1.59272e+18,1.59272e+18,output presidensi g indonesua ekonomi dunia jembatan beda situasi geopolitik tingkat dorong ekonomi dunia,False,182,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,False,0,0,False,False,,in,,,"3 output presidensi G20 Indonesua 2022 untuk perekonomian dan dunia
2. Mampu menjembatani perbedaan situasi geopolitik yang makin meningkat

#KTTG20LangkahNyata

Dorong Ekonomi Dunia",,,,,,,,,,,,,,
49,11/16/2022 10:06,1.59272e+18,1.59272e+18,g pengaruh indonesia dunia,False,212,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,True,0,0,False,False,False,in,x1592685815653896192,1.59269e+18,G20 berpengaruh baik untuk Indonesia dan Dunia #KTTG20 #PresidensiG20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia #PulihBersama #SukseskanKTTG20 https://t.co/jGCpt51F3F,,,,,,,,,,,,,,
50,11/16/2022 10:06,1.59272e+18,1.59272e+18,anti khilafah politik identitas warga bondowoso sepakat tolak anies baswedan polandia g rusia ktt g bal bandung grammy bahagia birthday garam kakak perempuan pucuk kadrun cat cat cat cat sarap gibran,False,274,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,False,0,0,False,False,False,in,,,"Anti Khilafah &amp; Politik Identitas, Warga Bondowoso Sepakat Tolak Anies Baswedan.
Polandia LO G20 Rusia KTT G20 Bali Bandung Grammy HAPPY BIRTHDAY GARAM Teh Pucuk Kadrun Cat 1 Cat 2 Cat 3 Cat 4 Sarapan Gibran #G20RecoverTogetherStronger #Qatar2022 #SitubondoPeduliOksigen https://t.co/2WPihb7XcH",,,,,,,,,,,,,,
51,11/16/2022 10:06,1.59272e+18,1.59272e+18,aman presidensi g bal tni terjun personel ribu materiel dar ksad jenderal dudung abdurachman angkat darat hati rakyat tulus utama rakyat,False,223,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,False,0,0,False,False,False,in,,,"benar sekali yakni   Dalam pengamanan Presidensi G20 di Bali ini, TNI AD menerjunkan 6.552 personel dan ribuan materiel

@Ngopibareng_DAR

KSAD Jenderal Dudung Abdurachman
Angkatan Darat Di Hati Rakyat
Tulus Utamakan Rakyat https://t.co/T5JE5gLbgU",,,,,,,,,,,,,,
